Y Position_µm,X Position_µm,KAPM,modulus,hardness
0.0,0.0,0.9953970514120578,14.18854586762403,3.976280674891541
1.01010101010101,0.0,0.6429958878502747,24.68485707557529,4.97110906644895
2.02020202020202,0.0,0.3893040345648299,21.90710983679688,4.481919962045442
3.03030303030303,0.0,0.46970812187948435,23.91525908898285,3.866849521919784
4.040404040404041,0.0,1.5375496311005517,29.49049303727335,4.527563172022626
5.050505050505051,0.0,1.1497993638320196,11.16957042491,2.038621082632567
6.060606060606061,0.0,0.9327703003851932,15.61373873187696,2.524925078246126
7.070707070707071,0.0,0.977616396881359,9.077909964935715,1.41275959955779
8.080808080808081,0.0,1.6484416767392016,12.99838398760207,0.175000522981455
9.090909090909092,0.0,1.0439987684673608,10.21268437539497,1.908763937777799
10.1010101010101,0.0,0.6193021697371307,14.08210205069049,0.9508731630866656
11.11111111111111,0.0,0.43036231046984413,13.25195348165099,1.659323027468243
12.12121212121212,0.0,0.3291731168979411,17.68618288103578,1.250805006213245
13.13131313131313,0.0,0.3612646066976912,19.2616963569269,1.478890100843133
14.14141414141414,0.0,0.9663096366735248,20.02313743983458,0.7138657707557203
15.15151515151515,0.0,0.8323220592101789,9.11584555229794,1.855827275124162
16.16161616161616,0.0,0.4581543412542541,20.21569800948485,1.05836690167281
17.17171717171717,0.0,0.21076728951623339,11.69979243776939,1.160548763764892
18.18181818181818,0.0,0.6357525015997473,18.8274788023313,0.7632047894796558
19.19191919191919,0.0,0.3738783065833681,23.08434856015122,1.083059184774647
20.2020202020202,0.0,0.2470015580027443,12.44136972875483,0.9800103026778718
21.21212121212121,0.0,0.4842919521202032,16.14720119454054,1.591583348946119
22.22222222222222,0.0,0.547976008171137,14.35947705695194,1.033689793003259
23.23232323232324,0.0,0.5162781841481155,22.68458021522433,2.081857787416794
24.24242424242424,0.0,0.34575828765186856,5.007974518308903,2.195815703784359
25.25252525252525,0.0,0.35017090317166133,13.24981504462764,1.744901406130825
26.26262626262626,0.0,1.3363229861576122,19.78919134463332,2.162097033946935
27.27272727272727,0.0,1.3529679987393355,21.2122703594736,4.904729340050943
28.28282828282828,0.0,0.5745396529897718,18.62685316773808,4.366136374786469
29.29292929292929,0.0,0.7491625535604264,25.95969183650923,5.336404946566245
30.3030303030303,0.0,0.17962097162660542,15.4628114572167,5.05614478379764
31.31313131313131,0.0,1.1043230559050914,21.98182804947572,4.922114234848754
32.32323232323233,0.0,1.8544713850543142,23.07050755617339,3.172884136154668
33.33333333333334,0.0,1.8015470445106558,8.44874736124113,5.841514352707901
34.34343434343435,0.0,0.5792413965035029,21.26554583002886,4.446995198686457
35.35353535353536,0.0,1.0118876084465838,16.00705288126242,4.474330148253632
36.36363636363637,0.0,1.340791746705258,10.49417251067056,1.540877298492811
37.37373737373738,0.0,0.18224408627051067,17.28268469818119,1.230257565467222
38.38383838383839,0.0,0.5129704500809803,10.30633475940134,1.15605657124466
39.3939393939394,0.0,0.718513459259683,17.29403290701383,1.748241195024676
40.40404040404041,0.0,0.770178736344627,14.94246181426661,0.5824797886614528
41.41414141414142,0.0,0.47081887081748436,17.86699860708674,1.24397490222694
42.42424242424243,0.0,0.6053352863076928,14.05649494565467,1.146655153071004
43.43434343434344,0.0,1.0292384881839982,12.83767958980242,2.45429525718223
44.44444444444445,0.0,0.5115040115322382,11.644548609254,2.048913429993439
45.45454545454546,0.0,0.30143967476498257,12.92879387132446,1.69927620913483
46.46464646464647,0.0,0.36719655734414475,21.70203007415221,1.297199726481785
47.47474747474748,0.0,0.6939252917184966,16.40436540678212,0.8082474586879157
48.48484848484848,0.0,0.6027758236070482,4.611153444011714,1.183868793181069
49.49494949494949,0.0,0.7770724929268843,23.3864818324562,0.8698139184924847
50.50505050505051,0.0,0.24518660708067017,3.851020855538841,1.438900071503352
51.51515151515152,0.0,0.29061388616287037,12.42096895206947,1.445225274634001
52.52525252525253,0.0,0.42833417683816394,11.64371951053387,1.304380918970827
53.53535353535354,0.0,0.4969637749514879,14.65574257679208,1.155839140135368
54.54545454545455,0.0,0.3268365030047571,9.692163926203097,1.26040042479482
55.55555555555556,0.0,0.9228051212244717,22.42169408859104,0.7073946148668081
56.56565656565657,0.0,0.8787929600183215,15.95729565640393,2.105769097101619
57.57575757575758,0.0,1.740342484513663,12.76280713083703,1.345544892688653
58.58585858585859,0.0,1.8168254628455305,21.12941988633327,5.32186780039441
