Y Position_µm,X Position_µm,KAMM,modulus,hardness
0.0,0.0,42.81731728092406,14.14402207934651,5.768414080996088
1.01010101010101,0.0,21.338706782308275,22.50806078934491,5.117051291378607
2.02020202020202,0.0,33.79767281140837,29.56669160709701,4.593177961421558
3.03030303030303,0.0,18.76213254072539,29.73937034202247,3.320836423003019
4.040404040404041,0.0,36.8968291276476,27.29248527028127,4.304734208082583
5.050505050505051,0.0,44.83915927242765,24.93852755585618,1.996018417114181
6.060606060606061,0.0,11.34827404549703,7.51934185951619,2.64532402321887
7.070707070707071,0.0,12.364811568648065,17.8756305287061,1.33555201690188
8.080808080808081,0.0,35.00870280584026,6.187468176277859,0.09860530851467078
9.090909090909092,0.0,29.672801923553607,20.72442846649522,1.93511321077257
10.1010101010101,0.0,17.29832926192186,10.00668637511493,1.036121336282095
11.11111111111111,0.0,16.03474188129952,14.49699406844313,1.944577347760472
12.12121212121212,0.0,7.3679946554928115,13.88660868709171,1.073106166044457
13.13131313131313,0.0,6.845959728356848,15.57364090413426,1.462880019813484
14.14141414141414,0.0,11.650864029848806,12.80079659256582,0.8290613808433335
15.15151515151515,0.0,3.37205793961189,8.55901972320093,1.843239655355848
16.16161616161616,0.0,6.869204480724655,9.767183903896472,1.111565080199595
17.17171717171717,0.0,7.00748985805219,12.11828437014367,1.12000208457907
18.18181818181818,0.0,4.516466273405569,18.27620881443462,0.6980234777327284
19.19191919191919,0.0,8.991325810742085,22.63342566864671,1.081002457794151
20.2020202020202,0.0,9.291665184856846,18.88969218222589,0.6392310339609029
21.21212121212121,0.0,11.36934723786016,16.97349251677539,1.373785009084572
22.22222222222222,0.0,16.50998680515046,9.317785235352972,0.878882351250755
23.23232323232324,0.0,10.91457553210393,15.53593189383324,1.786216817613819
24.24242424242424,0.0,11.497987416003335,17.92139949327984,2.176321636492802
25.25252525252525,0.0,6.5053292912961815,16.51148070341008,1.749434908401935
26.26262626262626,0.0,29.292784093075095,14.14654983973928,2.447539489874145
27.27272727272727,0.0,49.98980769378456,22.65855786110092,4.909633252708014
28.28282828282828,0.0,38.527859862987974,17.96377857849582,4.558562548569153
29.29292929292929,0.0,41.47995641621893,27.12899297630218,4.802055592073235
30.3030303030303,0.0,28.136558470397077,25.06409429334108,3.952660927737326
31.31313131313131,0.0,62.32701260403178,31.29876539176056,4.491217544620858
32.32323232323233,0.0,47.179665014366996,22.18770755083521,2.774315759535674
33.33333333333334,0.0,24.241563796051107,16.80719417440948,5.390111901871663
34.34343434343435,0.0,16.313848747889608,24.07797437233267,4.198640466896049
35.35353535353536,0.0,57.44508785743253,31.46411252639558,4.396874212973949
36.36363636363637,0.0,47.121428488473754,4.108758991934947,1.471100664801075
